Year,Age,Annual Death Rate,Probability of Death,Number of Deaths,Life Expectancy,ID
2011,50,0.42,0.41900000000000004,395,31,2011_50
2011,51,0.455,0.45399999999999996,426,30,2011_51
2011,52,0.496,0.49500000000000005,462,29,2011_52
2011,53,0.532,0.5309999999999999,494,28,2011_53
2011,54,0.577,0.575,532,28,2011_54
2011,55,0.62,0.618,569,27,2011_55
2011,56,0.6649999999999999,0.6629999999999999,606,26,2011_56
2011,57,0.715,0.712,647,25,2011_57
2011,58,0.759,0.757,682,24,2011_58
2011,59,0.8200000000000001,0.8160000000000001,730,23,2011_59
2011,60,0.869,0.8659999999999999,768,23,2011_60
2011,61,0.922,0.918,807,22,2011_61
2011,62,0.997,0.992,865,21,2011_62
2011,63,1.095,1.089,940,20,2011_63
2011,64,1.172,1.165,994,19,2011_64
2011,65,1.2590000000000001,1.2510000000000001,1055,19,2011_65
2011,66,1.348,1.3390000000000002,1116,18,2011_66
2011,67,1.505,1.494,1228,17,2011_67
2011,68,1.6389999999999998,1.6260000000000001,1316,16,2011_68
2011,69,1.7840000000000003,1.7680000000000002,1409,16,2011_69
2011,70,1.9460000000000002,1.9269999999999998,1508,15,2011_70
2011,71,2.095,2.073,1591,14,2011_71
2011,72,2.303,2.2769999999999997,1711,14,2011_72
2011,73,2.527,2.496,1833,13,2011_73
2011,74,2.746,2.709,1940,12,2011_74
2011,75,3.024,2.979,2075,12,2011_75
2011,76,3.361,3.305,2234,11,2011_76
2011,77,3.672,3.6060000000000003,2356,10,2011_77
2011,78,4.039000000000001,3.959,2494,10,2011_78
2011,79,4.473,4.375,2647,9,2011_79
2011,80,5.1499999999999995,5.021,2905,9,2011_80
2011,81,5.792,5.629,3093,8,2011_81
2011,82,6.386,6.189,3209,7,2011_82
2011,83,7.131,6.885,3350,7,2011_83
2011,84,7.920000000000001,7.619,3451,6,2011_84
2011,85,8.866999999999999,8.49,3553,6,2011_85
2011,86,9.895,9.429,3611,6,2011_86
2011,87,11.103,10.519,3648,5,2011_87
2011,88,12.343,11.625,3608,5,2011_88
2011,89,13.961000000000002,13.05,3579,4,2011_89
2011,90,15.49,14.376,3428,4,2011_90
2011,91,17.716,16.275000000000002,3323,4,2011_91
2011,92,19.267,17.574,3004,3,2011_92
2011,93,21.41,19.34,2725,3,2011_93
2011,94,23.635,21.137,2403,3,2011_94
2011,95,25.766,22.826,2046,3,2011_95
2011,96,28.246,24.751,1712,2,2011_96
2011,97,30.869999999999997,26.743,1392,2,2011_97
2011,98,33.629,28.788000000000004,1098,2,2011_98
2011,99,36.509,30.873,838,2,2011_99
2011,100,39.495999999999995,32.983000000000004,619,2,2011_100
2011,101,42.57,35.099000000000004,442,2,2011_101
2011,102,45.71,37.207,304,2,2011_102
2011,103,48.892,39.288000000000004,201,1,2011_103
2011,104,52.091,41.327000000000005,129,1,2011_104
2011,105,55.279999999999994,43.309,79,1,2011_105
2011,106,58.433,45.221000000000004,47,1,2011_106
2011,107,61.525,47.051,27,1,2011_107
2011,108,64.534,48.79,15,1,2011_108
2011,109,67.437,50.432,8,1,2011_109
2011,0,70.217,100.0,8,1,2011_0
2012,0,0.601,0.598,598,78,2012_0
2012,1,0.041,0.041,41,78,2012_1
2012,2,0.027,0.027,27,77,2012_2
2012,3,0.02,0.02,20,76,2012_3
2012,4,0.017,0.017,17,75,2012_4
2012,5,0.013,0.013,13,74,2012_5
2012,6,0.011000000000000001,0.011000000000000001,11,73,2012_6
2012,7,0.011000000000000001,0.011000000000000001,11,72,2012_7
2012,8,0.01,0.01,10,71,2012_8
2012,9,0.011000000000000001,0.011000000000000001,11,70,2012_9
2012,10,0.011000000000000001,0.011000000000000001,11,69,2012_10
2012,11,0.011000000000000001,0.011000000000000001,11,68,2012_11
2012,12,0.012,0.012,12,67,2012_12
2012,13,0.015,0.015,15,66,2012_13
2012,14,0.02,0.02,20,65,2012_14
2012,15,0.026,0.026,26,64,2012_15
2012,16,0.034999999999999996,0.034999999999999996,35,63,2012_16
2012,17,0.043,0.043,43,62,2012_17
2012,18,0.061,0.061,61,61,2012_18
2012,19,0.068,0.068,67,60,2012_19
2012,20,0.075,0.075,74,59,2012_20
2012,21,0.082,0.082,81,58,2012_21
2012,22,0.089,0.089,88,57,2012_22
2012,23,0.086,0.086,85,56,2012_23
2012,24,0.091,0.091,90,55,2012_24
2012,25,0.092,0.092,91,54,2012_25
2012,26,0.096,0.096,94,53,2012_26
2012,27,0.096,0.096,94,52,2012_27
2012,28,0.101,0.101,99,52,2012_28
2012,29,0.106,0.105,104,51,2012_29
2012,30,0.107,0.107,105,50,2012_30
2012,31,0.11,0.11,107,49,2012_31
2012,32,0.11,0.11,107,48,2012_32
2012,33,0.117,0.117,115,47,2012_33
2012,34,0.121,0.121,118,46,2012_34
2012,35,0.127,0.127,123,45,2012_35
2012,36,0.134,0.133,130,44,2012_36
2012,37,0.13799999999999998,0.13799999999999998,134,43,2012_37
2012,38,0.146,0.146,141,42,2012_38
2012,39,0.157,0.156,152,41,2012_39
2012,40,0.172,0.172,166,40,2012_40
2012,41,0.183,0.183,177,39,2012_41
2012,42,0.196,0.196,189,38,2012_42
2012,43,0.212,0.212,204,37,2012_43
2012,44,0.234,0.234,224,37,2012_44
2012,45,0.254,0.253,243,36,2012_45
2012,46,0.28200000000000003,0.28200000000000003,269,35,2012_46
2012,47,0.313,0.313,298,34,2012_47
2012,48,0.347,0.346,329,33,2012_48
2012,49,0.375,0.374,355,32,2012_49
2012,50,0.418,0.41700000000000004,394,31,2012_50
2012,51,0.45599999999999996,0.455,427,30,2012_51
2012,52,0.492,0.49,459,29,2012_52
2012,53,0.523,0.522,486,29,2012_53
2012,54,0.5720000000000001,0.5700000000000001,528,28,2012_54
2012,55,0.627,0.625,576,27,2012_55
2012,56,0.6709999999999999,0.6689999999999999,612,26,2012_56
2012,57,0.713,0.7100000000000001,646,25,2012_57
2012,58,0.769,0.766,691,24,2012_58
2012,59,0.826,0.822,736,24,2012_59
2012,60,0.8880000000000001,0.8840000000000001,785,23,2012_60
2012,61,0.9400000000000001,0.935,823,22,2012_61
2012,62,1.005,1.0,872,21,2012_62
2012,63,1.081,1.076,928,20,2012_63
2012,64,1.17,1.163,993,20,2012_64
2012,65,1.243,1.236,1043,19,2012_65
2012,66,1.363,1.354,1128,18,2012_66
2012,67,1.461,1.451,1193,17,2012_67
2012,68,1.636,1.6230000000000002,1315,17,2012_68
2012,69,1.7610000000000001,1.746,1392,16,2012_69
2012,70,1.926,1.907,1494,15,2012_70
2012,71,2.084,2.0629999999999997,1585,14,2012_71
2012,72,2.26,2.235,1682,14,2012_72
2012,73,2.452,2.4219999999999997,1782,13,2012_73
2012,74,2.717,2.68,1924,12,2012_74
2012,75,2.9659999999999997,2.923,2042,12,2012_75
2012,76,3.2809999999999997,3.228,2189,11,2012_76
2012,77,3.6470000000000002,3.582,2351,10,2012_77
2012,78,3.9669999999999996,3.8899999999999997,2462,10,2012_78
2012,79,4.436,4.34,2639,9,2012_79
2012,80,5.005,4.883,2841,9,2012_80
2012,81,5.6129999999999995,5.459,3021,8,2012_81
2012,82,6.335,6.140000000000001,3212,8,2012_82
2012,83,7.0040000000000004,6.7669999999999995,3323,7,2012_83
2012,84,7.831,7.536,3450,7,2012_84
2012,85,8.733,8.368,3542,6,2012_85
2012,86,9.763,9.309000000000001,3611,6,2012_86
2012,87,10.972,10.401,3659,5,2012_87
2012,88,12.341000000000001,11.623999999999999,3664,5,2012_88
2012,89,13.766,12.879,3587,4,2012_89
2012,90,15.578,14.452000000000002,3507,4,2012_90
2012,91,17.024,15.689,3257,4,2012_91
2012,92,19.299,17.599999999999998,3081,3,2012_92
2012,93,20.849999999999998,18.881,2723,3,2012_93
2012,94,23.802,21.271,2489,3,2012_94
2012,95,25.633,22.721,2093,3,2012_95
2012,96,28.114,24.648999999999997,1755,2,2012_96
2012,97,30.739,26.644000000000002,1429,2,2012_97
2012,98,33.498,28.693,1129,2,2012_98
2012,99,36.379,30.78,864,2,2012_99
2012,100,39.366,32.891999999999996,639,2,2012_100
2012,101,42.44,35.010999999999996,456,2,2012_101
2012,102,45.580999999999996,37.120999999999995,314,2,2012_102
2012,103,48.763,39.204,209,1,2012_103
2012,104,51.963,41.246,134,1,2012_104
2012,105,55.153,43.231,82,1,2012_105
2012,106,58.309,45.147,49,1,2012_106
2012,107,61.404,46.98,28,1,2012_107
2012,108,64.417,48.724000000000004,15,1,2012_108
2012,109,67.325,50.369,8,1,2012_109
2012,0,70.111,100.0,8,1,2012_0
2013,0,0.5950000000000001,0.592,592,78,2013_0
2013,1,0.042,0.042,42,78,2013_1
2013,2,0.026,0.026,25,77,2013_2
2013,3,0.019,0.019,19,76,2013_3
2013,4,0.016,0.016,16,75,2013_4
2013,5,0.013999999999999999,0.013999999999999999,14,74,2013_5
2013,6,0.012,0.012,12,73,2013_6
2013,7,0.011000000000000001,0.011000000000000001,11,72,2013_7
2013,8,0.011000000000000001,0.011000000000000001,11,71,2013_8
2013,9,0.011000000000000001,0.011000000000000001,11,70,2013_9
2013,10,0.01,0.01,10,69,2013_10
2013,11,0.011000000000000001,0.011000000000000001,11,68,2013_11
2013,12,0.013,0.013,13,67,2013_12
2013,13,0.016,0.016,16,66,2013_13
2013,14,0.019,0.019,19,65,2013_14
2013,15,0.025,0.025,25,64,2013_15
2013,16,0.032,0.032,32,63,2013_16
2013,17,0.044000000000000004,0.044000000000000004,43,62,2013_17
2013,18,0.055999999999999994,0.055999999999999994,55,61,2013_18
2013,19,0.065,0.065,65,60,2013_19
2013,20,0.073,0.073,72,59,2013_20
2013,21,0.08099999999999999,0.08099999999999999,80,58,2013_21
2013,22,0.084,0.084,83,57,2013_22
2013,23,0.08800000000000001,0.08800000000000001,87,56,2013_23
2013,24,0.09,0.09,89,55,2013_24
2013,25,0.091,0.091,89,54,2013_25
2013,26,0.096,0.096,95,53,2013_26
2013,27,0.099,0.099,97,52,2013_27
2013,28,0.099,0.099,97,52,2013_28
2013,29,0.10200000000000001,0.10200000000000001,100,51,2013_29
2013,30,0.107,0.107,105,50,2013_30
2013,31,0.11,0.11,108,49,2013_31
2013,32,0.11199999999999999,0.11199999999999999,110,48,2013_32
2013,33,0.11900000000000001,0.11900000000000001,116,47,2013_33
2013,34,0.126,0.126,123,46,2013_34
2013,35,0.132,0.132,129,45,2013_35
2013,36,0.133,0.133,130,44,2013_36
2013,37,0.13999999999999999,0.13999999999999999,136,43,2013_37
2013,38,0.146,0.146,142,42,2013_38
2013,39,0.158,0.158,153,41,2013_39
2013,40,0.17099999999999999,0.17099999999999999,166,40,2013_40
2013,41,0.183,0.183,177,39,2013_41
2013,42,0.2,0.2,193,38,2013_42
2013,43,0.214,0.214,206,37,2013_43
2013,44,0.22999999999999998,0.22999999999999998,221,37,2013_44
2013,45,0.255,0.254,244,36,2013_45
2013,46,0.28300000000000003,0.28200000000000003,270,35,2013_46
2013,47,0.313,0.312,298,34,2013_47
2013,48,0.33899999999999997,0.338,321,33,2013_48
2013,49,0.38,0.379,359,32,2013_49
2013,50,0.413,0.413,389,31,2013_50
2013,51,0.45599999999999996,0.455,428,30,2013_51
2013,52,0.48700000000000004,0.486,454,29,2013_52
2013,53,0.53,0.529,492,29,2013_53
2013,54,0.571,0.5700000000000001,528,28,2013_54
2013,55,0.626,0.624,574,27,2013_55
2013,56,0.6779999999999999,0.676,618,26,2013_56
2013,57,0.722,0.719,653,25,2013_57
2013,58,0.7779999999999999,0.775,699,24,2013_58
2013,59,0.826,0.822,736,24,2013_59
2013,60,0.894,0.89,790,23,2013_60
2013,61,0.958,0.954,839,22,2013_61
2013,62,1.015,1.01,880,21,2013_62
2013,63,1.09,1.084,935,20,2013_63
2013,64,1.173,1.166,995,20,2013_64
2013,65,1.2670000000000001,1.2590000000000001,1062,19,2013_65
2013,66,1.358,1.348,1123,18,2013_66
2013,67,1.468,1.458,1198,17,2013_67
2013,68,1.591,1.5779999999999998,1278,17,2013_68
2013,69,1.7819999999999998,1.7659999999999998,1408,16,2013_69
2013,70,1.928,1.91,1495,15,2013_70
2013,71,2.11,2.088,1603,14,2013_71
2013,72,2.263,2.237,1682,14,2013_72
2013,73,2.4699999999999998,2.44,1793,13,2013_73
2013,74,2.717,2.68,1922,12,2013_74
2013,75,2.97,2.926,2042,12,2013_75
2013,76,3.2640000000000002,3.212,2176,11,2013_76
2013,77,3.6290000000000004,3.565,2337,10,2013_77
2013,78,4.007000000000001,3.9280000000000004,2484,10,2013_78
2013,79,4.383,4.289,2606,9,2013_79
2013,80,4.889,4.773000000000001,2775,9,2013_80
2013,81,5.543,5.394,2986,8,2013_81
2013,82,6.29,6.098,3194,8,2013_82
2013,83,7.0169999999999995,6.779,3334,7,2013_83
2013,84,7.817,7.523000000000001,3449,7,2013_84
2013,85,8.776,8.407,3565,6,2013_85
2013,86,9.754,9.301,3612,6,2013_86
2013,87,11.007,10.433,3675,5,2013_87
2013,88,12.313,11.599,3659,5,2013_88
2013,89,13.776,12.889000000000001,3595,4,2013_89
2013,90,15.411,14.309,3477,4,2013_90
2013,91,17.125,15.774,3284,4,2013_91
2013,92,19.039,17.384,3048,3,2013_92
2013,93,21.701999999999998,19.576999999999998,2836,3,2013_93
2013,94,23.299,20.868000000000002,2431,3,2013_94
2013,95,25.707,22.779,2100,3,2013_95
2013,96,28.21,24.723,1760,2,2013_96
2013,97,30.857,26.733,1433,2,2013_97
2013,98,33.641,28.797,1131,2,2013_98
2013,99,36.547000000000004,30.9,864,2,2013_99
2013,100,39.56,33.027,638,2,2013_100
2013,101,42.661,35.161,455,2,2013_101
2013,102,45.827,37.284,313,2,2013_102
2013,103,49.035000000000004,39.379999999999995,207,1,2013_103
2013,104,52.258,41.432,132,1,2013_104
2013,105,55.47,43.425999999999995,81,1,2013_105
2013,106,58.645,45.348,48,1,2013_106
2013,107,61.756,47.186,27,1,2013_107
2013,108,64.78,48.931000000000004,15,1,2013_108
2013,109,67.697,50.577000000000005,8,1,2013_109
2013,0,70.487,100.0,8,1,2013_0
2014,0,0.586,0.583,583,78,2014_0
2014,1,0.037,0.037,37,78,2014_1
2014,2,0.025,0.025,25,77,2014_2
2014,3,0.019,0.019,18,76,2014_3
2014,4,0.016,0.016,16,75,2014_4
2014,5,0.013,0.013,13,74,2014_5
2014,6,0.011000000000000001,0.011000000000000001,11,73,2014_6
2014,7,0.011000000000000001,0.011000000000000001,11,72,2014_7
2014,8,0.011000000000000001,0.011000000000000001,11,71,2014_8
2014,9,0.011000000000000001,0.011000000000000001,11,70,2014_9
2014,10,0.01,0.01,10,69,2014_10
2014,11,0.011000000000000001,0.011000000000000001,11,68,2014_11
2014,12,0.013,0.013,13,67,2014_12
2014,13,0.016,0.016,16,66,2014_13
2014,14,0.019,0.019,19,65,2014_14
2014,15,0.024,0.024,24,64,2014_15
2014,16,0.034,0.034,34,63,2014_16
2014,17,0.043,0.043,43,62,2014_17
2014,18,0.058,0.058,57,61,2014_18
2014,19,0.067,0.067,66,60,2014_19
2014,20,0.07200000000000001,0.07200000000000001,72,59,2014_20
2014,21,0.082,0.082,81,58,2014_21
2014,22,0.08800000000000001,0.087,86,57,2014_22
2014,23,0.087,0.087,86,56,2014_23
2014,24,0.09,0.09,89,55,2014_24
2014,25,0.094,0.094,93,54,2014_25
2014,26,0.099,0.098,97,53,2014_26
2014,27,0.097,0.097,96,53,2014_27
2014,28,0.10300000000000001,0.10300000000000001,101,52,2014_28
2014,29,0.106,0.106,104,51,2014_29
2014,30,0.106,0.106,104,50,2014_30
2014,31,0.11499999999999999,0.11399999999999999,112,49,2014_31
2014,32,0.117,0.117,114,48,2014_32
2014,33,0.121,0.121,118,47,2014_33
2014,34,0.13,0.13,127,46,2014_34
2014,35,0.136,0.136,132,45,2014_35
2014,36,0.14100000000000001,0.14100000000000001,137,44,2014_36
2014,37,0.147,0.147,143,43,2014_37
2014,38,0.151,0.151,147,42,2014_38
2014,39,0.16199999999999998,0.16199999999999998,157,41,2014_39
2014,40,0.17099999999999999,0.17099999999999999,166,40,2014_40
2014,41,0.192,0.191,185,39,2014_41
2014,42,0.202,0.202,195,38,2014_42
2014,43,0.213,0.213,205,38,2014_43
2014,44,0.233,0.233,223,37,2014_44
2014,45,0.252,0.252,241,36,2014_45
2014,46,0.27999999999999997,0.27999999999999997,267,35,2014_46
2014,47,0.307,0.306,292,34,2014_47
2014,48,0.34099999999999997,0.33999999999999997,323,33,2014_48
2014,49,0.374,0.373,353,32,2014_49
2014,50,0.41000000000000003,0.409,386,31,2014_50
2014,51,0.45599999999999996,0.455,427,30,2014_51
2014,52,0.49,0.48900000000000005,457,29,2014_52
2014,53,0.536,0.534,497,29,2014_53
2014,54,0.5760000000000001,0.575,532,28,2014_54
2014,55,0.63,0.628,578,27,2014_55
2014,56,0.6839999999999999,0.681,623,26,2014_56
2014,57,0.739,0.736,669,25,2014_57
2014,58,0.783,0.7799999999999999,703,24,2014_58
2014,59,0.835,0.832,744,24,2014_59
2014,60,0.901,0.897,796,23,2014_60
2014,61,0.98,0.975,857,22,2014_61
2014,62,1.045,1.04,905,21,2014_62
2014,63,1.106,1.0999999999999999,947,20,2014_63
2014,64,1.164,1.158,986,20,2014_64
2014,65,1.252,1.244,1048,19,2014_65
2014,66,1.363,1.354,1126,18,2014_66
2014,67,1.46,1.4489999999999998,1189,17,2014_67
2014,68,1.592,1.5789999999999997,1277,17,2014_68
2014,69,1.709,1.694,1348,16,2014_69
2014,70,1.913,1.8950000000000002,1482,15,2014_70
2014,71,2.091,2.069,1588,15,2014_71
2014,72,2.281,2.2560000000000002,1695,14,2014_72
2014,73,2.455,2.4250000000000003,1781,13,2014_73
2014,74,2.673,2.638,1891,12,2014_74
2014,75,2.9579999999999997,2.915,2034,12,2014_75
2014,76,3.243,3.1910000000000003,2162,11,2014_76
2014,77,3.5610000000000004,3.4979999999999998,2295,11,2014_77
2014,78,3.923,3.848,2436,10,2014_78
2014,79,4.346,4.2540000000000004,2589,9,2014_79
2014,80,4.821000000000001,4.707,2743,9,2014_80
2014,81,5.35,5.210999999999999,2894,8,2014_81
2014,82,6.075,5.896,3104,8,2014_82
2014,83,6.8260000000000005,6.601,3270,7,2014_83
2014,84,7.765,7.474,3458,7,2014_84
2014,85,8.506,8.158999999999999,3493,6,2014_85
2014,86,9.549000000000001,9.114,3583,6,2014_86
2014,87,10.739,10.192,3642,5,2014_87
2014,88,11.924999999999999,11.254,3611,5,2014_88
2014,89,13.372,12.534,3569,4,2014_89
2014,90,15.084,14.026,3494,4,2014_90
2014,91,16.858999999999998,15.548,3330,4,2014_91
2014,92,18.867,17.24,3118,3,2014_92
2014,93,20.794,18.836,2819,3,2014_93
2014,94,23.522000000000002,21.047,2557,3,2014_94
2014,95,25.195,22.375999999999998,2146,3,2014_95
2014,96,27.659,24.299,1809,2,2014_96
2014,97,30.269000000000002,26.290000000000003,1482,2,2014_97
2014,98,33.015,28.337,1177,2,2014_98
2014,99,35.885,30.426,906,2,2014_99
2014,100,38.865,32.541,674,2,2014_100
2014,101,41.937000000000005,34.666999999999994,484,2,2014_101
2014,102,45.078,36.787,336,2,2014_102
2014,103,48.266999999999996,38.883,224,1,2014_103
2014,104,51.477,40.94,144,1,2014_104
2014,105,54.68300000000001,42.942,89,1,2014_105
2014,106,57.858,44.876,53,1,2014_106
2014,107,60.977000000000004,46.73,31,1,2014_107
2014,108,64.01599999999999,48.494,17,1,2014_108
2014,109,66.953,50.161,9,1,2014_109
2014,0,69.769,100.0,9,1,2014_0
2015,0,0.5890000000000001,0.586,586,78,2015_0
2015,1,0.04,0.04,40,78,2015_1
2015,2,0.025,0.025,25,77,2015_2
2015,3,0.02,0.02,19,76,2015_3
2015,4,0.015,0.015,15,75,2015_4
2015,5,0.013999999999999999,0.013999999999999999,13,74,2015_5
2015,6,0.013,0.013,13,73,2015_6
2015,7,0.011000000000000001,0.011000000000000001,11,72,2015_7
2015,8,0.011000000000000001,0.011000000000000001,11,71,2015_8
2015,9,0.01,0.01,10,70,2015_9
2015,10,0.011000000000000001,0.011000000000000001,11,69,2015_10
2015,11,0.011000000000000001,0.011000000000000001,11,68,2015_11
2015,12,0.013,0.013,13,67,2015_12
2015,13,0.017,0.017,17,66,2015_13
2015,14,0.022000000000000002,0.022000000000000002,21,65,2015_14
2015,15,0.026,0.026,26,64,2015_15
2015,16,0.034999999999999996,0.034999999999999996,35,63,2015_16
2015,17,0.047,0.047,47,62,2015_17
2015,18,0.061,0.061,61,61,2015_18
2015,19,0.07200000000000001,0.07200000000000001,71,60,2015_19
2015,20,0.077,0.077,77,59,2015_20
2015,21,0.087,0.087,86,58,2015_21
2015,22,0.092,0.092,91,57,2015_22
2015,23,0.094,0.093,92,56,2015_23
2015,24,0.098,0.098,96,55,2015_24
2015,25,0.101,0.101,100,54,2015_25
2015,26,0.1,0.1,98,53,2015_26
2015,27,0.107,0.107,105,52,2015_27
2015,28,0.109,0.109,107,51,2015_28
2015,29,0.116,0.116,114,51,2015_29
2015,30,0.117,0.117,114,50,2015_30
2015,31,0.121,0.121,119,49,2015_31
2015,32,0.129,0.129,126,48,2015_32
2015,33,0.133,0.133,130,47,2015_33
2015,34,0.13799999999999998,0.13799999999999998,134,46,2015_34
2015,35,0.14200000000000002,0.14200000000000002,138,45,2015_35
2015,36,0.149,0.149,145,44,2015_36
2015,37,0.155,0.155,151,43,2015_37
2015,38,0.16199999999999998,0.16199999999999998,157,42,2015_38
2015,39,0.166,0.166,161,41,2015_39
2015,40,0.17500000000000002,0.17500000000000002,169,40,2015_40
2015,41,0.191,0.191,184,39,2015_41
2015,42,0.20600000000000002,0.20600000000000002,198,38,2015_42
2015,43,0.218,0.218,209,37,2015_43
2015,44,0.24,0.24,230,37,2015_44
2015,45,0.257,0.257,245,36,2015_45
2015,46,0.28200000000000003,0.281,268,35,2015_46
2015,47,0.304,0.303,288,34,2015_47
2015,48,0.336,0.336,318,33,2015_48
2015,49,0.373,0.372,351,32,2015_49
2015,50,0.41000000000000003,0.409,385,31,2015_50
2015,51,0.451,0.449,421,30,2015_51
2015,52,0.492,0.49100000000000005,458,29,2015_52
2015,53,0.538,0.5369999999999999,498,29,2015_53
2015,54,0.582,0.581,537,28,2015_54
2015,55,0.627,0.625,574,27,2015_55
2015,56,0.6799999999999999,0.677,618,26,2015_56
2015,57,0.742,0.739,670,25,2015_57
2015,58,0.792,0.7889999999999999,710,24,2015_58
2015,59,0.844,0.8410000000000001,751,24,2015_59
2015,60,0.8999999999999999,0.8959999999999999,793,23,2015_60
2015,61,0.9690000000000001,0.9650000000000001,846,22,2015_61
2015,62,1.048,1.043,906,21,2015_62
2015,63,1.141,1.135,976,20,2015_63
2015,64,1.187,1.18,1003,20,2015_64
2015,65,1.269,1.261,1060,19,2015_65
2015,66,1.362,1.353,1122,18,2015_66
2015,67,1.473,1.462,1196,17,2015_67
2015,68,1.576,1.5630000000000002,1260,17,2015_68
2015,69,1.738,1.7229999999999999,1367,16,2015_69
2015,70,1.8800000000000001,1.862,1452,15,2015_70
2015,71,2.101,2.0789999999999997,1591,14,2015_71
2015,72,2.2950000000000004,2.2689999999999997,1701,14,2015_72
2015,73,2.496,2.465,1805,13,2015_73
2015,74,2.681,2.645,1890,12,2015_74
2015,75,2.9749999999999996,2.931,2039,12,2015_75
2015,76,3.2460000000000004,3.1940000000000004,2156,11,2015_76
2015,77,3.601,3.5380000000000003,2312,10,2015_77
2015,78,3.9280000000000004,3.852,2428,10,2015_78
2015,79,4.361000000000001,4.268000000000001,2587,9,2015_79
2015,80,4.873,4.757,2760,9,2015_80
2015,81,5.3740000000000006,5.234,2893,8,2015_81
2015,82,5.99,5.816000000000001,3046,8,2015_82
2015,83,6.81,6.586,3249,7,2015_83
2015,84,7.733,7.445,3431,7,2015_84
2015,85,8.671,8.311,3545,6,2015_85
2015,86,9.634,9.191,3594,6,2015_86
2015,87,10.946,10.378,3685,5,2015_87
2015,88,12.200999999999999,11.498999999999999,3660,5,2015_88
2015,89,13.594000000000001,12.729,3585,4,2015_89
2015,90,15.431000000000001,14.326,3521,4,2015_90
2015,91,17.168,15.811,3330,4,2015_91
2015,92,19.134999999999998,17.464,3096,3,2015_92
2015,93,21.441,19.365,2834,3,2015_93
2015,94,23.403,20.951,2472,3,2015_94
2015,95,25.845000000000002,22.888,2135,3,2015_95
2015,96,28.402,24.87,1789,2,2015_96
2015,97,31.108000000000004,26.921,1455,2,2015_97
2015,98,33.953,29.025000000000002,1146,2,2015_98
2015,99,36.923,31.169000000000004,874,2,2015_99
2015,100,40.001,33.334,643,2,2015_100
2015,101,43.167,35.504000000000005,457,2,2015_101
2015,102,46.396,37.66,312,1,2015_102
2015,103,49.664,39.784000000000006,206,1,2015_103
2015,104,52.942,41.861,130,1,2015_104
2015,105,56.203,43.874,79,1,2015_105
2015,106,59.419,45.809,47,1,2015_106
2015,107,62.563,47.656,26,1,2015_107
2015,108,65.61200000000001,49.403999999999996,14,1,2015_108
2015,109,68.54299999999999,51.048,7,1,2015_109
2015,0,71.34,100.0,7,1,2015_0
2016,0,0.586,0.583,583,78,2016_0
2016,1,0.039,0.039,39,78,2016_1
2016,2,0.026,0.026,26,77,2016_2
2016,3,0.02,0.02,20,76,2016_3
2016,4,0.016,0.016,16,75,2016_4
2016,5,0.013999999999999999,0.013999999999999999,13,74,2016_5
2016,6,0.012,0.012,12,73,2016_6
2016,7,0.013,0.013,13,72,2016_7
2016,8,0.012,0.012,12,71,2016_8
2016,9,0.011000000000000001,0.011000000000000001,11,70,2016_9
2016,10,0.011000000000000001,0.011000000000000001,11,69,2016_10
2016,11,0.012,0.012,12,68,2016_11
2016,12,0.013,0.013,13,67,2016_12
2016,13,0.016,0.016,16,66,2016_13
2016,14,0.021,0.021,21,65,2016_14
2016,15,0.027999999999999997,0.027999999999999997,28,64,2016_15
2016,16,0.037,0.037,37,63,2016_16
2016,17,0.049,0.049,48,62,2016_17
2016,18,0.067,0.067,66,61,2016_18
2016,19,0.075,0.075,74,60,2016_19
2016,20,0.082,0.082,81,59,2016_20
2016,21,0.095,0.095,94,58,2016_21
2016,22,0.098,0.098,97,57,2016_22
2016,23,0.10300000000000001,0.10300000000000001,102,56,2016_23
2016,24,0.106,0.106,105,55,2016_24
2016,25,0.11199999999999999,0.11199999999999999,110,54,2016_25
2016,26,0.11199999999999999,0.11100000000000002,110,53,2016_26
2016,27,0.11900000000000001,0.11900000000000001,117,52,2016_27
2016,28,0.125,0.125,123,51,2016_28
2016,29,0.123,0.123,121,51,2016_29
2016,30,0.129,0.129,126,50,2016_30
2016,31,0.134,0.134,131,49,2016_31
2016,32,0.14200000000000002,0.14200000000000002,138,48,2016_32
2016,33,0.14400000000000002,0.14300000000000002,140,47,2016_33
2016,34,0.152,0.152,148,46,2016_34
2016,35,0.156,0.156,152,45,2016_35
2016,36,0.164,0.164,159,44,2016_36
2016,37,0.168,0.168,163,43,2016_37
2016,38,0.179,0.179,173,42,2016_38
2016,39,0.183,0.183,176,41,2016_39
2016,40,0.188,0.188,181,40,2016_40
2016,41,0.198,0.198,190,39,2016_41
2016,42,0.209,0.209,201,38,2016_42
2016,43,0.233,0.233,223,38,2016_43
2016,44,0.248,0.248,237,37,2016_44
2016,45,0.266,0.265,253,36,2016_45
2016,46,0.28800000000000003,0.28800000000000003,274,35,2016_46
2016,47,0.305,0.304,289,34,2016_47
2016,48,0.34099999999999997,0.33999999999999997,321,33,2016_48
2016,49,0.374,0.373,352,32,2016_49
2016,50,0.409,0.40800000000000003,383,31,2016_50
2016,51,0.44400000000000006,0.443,414,30,2016_51
2016,52,0.49300000000000005,0.49100000000000005,457,30,2016_52
2016,53,0.538,0.5369999999999999,497,29,2016_53
2016,54,0.587,0.585,539,28,2016_54
